_time,tipo_aviso,grau_severidade,temperature,humidity,pressure,altitude,windspeed,solarvolt,batvolt
"2024-02-09 00:02:35.787000+00:00,""OC"",""PP"",25.22500038,98.98828125,985.0582886,,0.0,0.0,4.789999962"
"2024-02-09 00:12:49.936000+00:00,""OC"",""PP"",25.43500137,97.00537109,985.1010742,,0.0,0.0,4.788974285"
"2024-02-09 00:23:04.017000+00:00,""OC"",""PP"",25.36499977,97.43017578,985.0335083,,0.0,0.0,4.788546562"
"2024-02-09 00:33:20.961000+00:00,""OC"",""PP"",25.44499969,97.47998047,984.9676514,,0.0,0.0,4.789999962"
"2024-02-09 00:43:34.909000+00:00,""OC"",""PP"",25.40500069,96.99365234,984.8110352,,0.0,0.0,4.788034439"
"2024-02-09 00:53:49.047000+00:00,""OC"",""PP"",25.23500061,98.17773438,984.7270508,,0.0,0.0,4.784273624"
"2024-02-09 01:04:02.961000+00:00,""OC"",""PP"",25.10000038,99.1640625,984.7845459,,0.0,0.0,4.78410244"
"2024-02-09 01:14:17.114000+00:00,""OC"",""PP"",24.94000053,100.0,984.722168,,0.0,0.0,4.784017563"
"2024-02-09 01:24:30.773000+00:00,""OC"",""PP"",24.91500092,100.0,984.5114746,,0.0,0.0,4.785042763"
"2024-02-09 01:34:44.916000+00:00,""OC"",""PP"",24.97499847,100.0,984.3897705,,0.0,0.0,4.782478333"
"2024-02-09 01:44:58.990000+00:00,""OC"",""PP"",25.04999924,100.0,984.2138672,,0.0,0.0,4.781880379"
"2024-02-09 01:55:13.076000+00:00,""OC"",""PP"",25.07999992,100.0,984.1646118,,0.0,0.0,4.784187794"
"2024-02-09 02:05:26.969000+00:00,""OC"",""PP"",25.02500153,100.0,984.1038208,,0.0,0.0,4.782820702"
"2024-02-09 02:15:41.208000+00:00,""OC"",""PP"",25.06000137,100.0,984.0603027,,0.0,0.0,4.778974533"
"2024-02-09 02:25:54.975000+00:00,""OC"",""PP"",24.89999962,100.0,983.9328613,,0.0,0.0,4.778632164"
"2024-02-09 02:36:09.176000+00:00,""OC"",""PP"",24.80999947,100.0,983.7963867,,0.0,0.0,4.780854702"
"2024-02-09 02:46:23.117000+00:00,""OC"",""PP"",24.63500023,100.0,983.6849365,,0.0,0.0,4.776752472"
"2024-02-09 02:56:37.101000+00:00,""OC"",""PP"",24.51499939,100.0,983.6167603,,0.0,0.0,4.780769348"
"2024-02-09 03:06:51.881000+00:00,""OC"",""PP"",24.35000038,100.0,983.5065918,,0.0,0.0,4.774017334"
"2024-02-09 03:17:06.035000+00:00,""OC"",""PP"",24.32500076,100.0,983.3123779,,0.0,0.0,4.776666641"
"2024-02-09 03:27:19.951000+00:00,""OC"",""PP"",24.36000061,100.0,983.2575073,,0.0,0.0,4.775812149"
"2024-02-09 03:37:34.042000+00:00,""OC"",""PP"",24.29999924,100.0,983.30896,,0.0,0.0,4.776666641"
"2024-02-09 03:47:48.163000+00:00,""OC"",""PP"",24.30500031,100.0,983.385376,,0.0,0.0,4.775213242"
"2024-02-09 03:58:02.110000+00:00,""OC"",""PP"",24.10000038,100.0,983.3920288,,0.0,0.0,4.77188015"
"2024-02-09 04:08:16.172000+00:00,""OC"",""PP"",24.01499939,100.0,983.3120117,,0.0,0.0,4.775213242"
"2024-02-09 04:18:30.104000+00:00,""OC"",""PP"",24.01499939,100.0,983.338501,,0.0,0.0,4.772906303"
"2024-02-09 04:28:44.205000+00:00,""OC"",""PP"",23.95499992,100.0,983.2684937,,0.0,0.0,4.771623611"
"2024-02-09 04:38:57.984000+00:00,""OC"",""PP"",23.89500046,100.0,983.2503662,,0.0,0.0,4.77188015"
"2024-02-09 04:49:12.192000+00:00,""OC"",""PP"",24.0,100.0,983.4229736,,0.0,0.0,4.774358749"
"2024-02-09 04:59:26.260000+00:00,""OC"",""PP"",23.93000031,100.0,983.4289551,,0.0,0.0,4.769743919"
"2024-02-09 05:09:40.087000+00:00,""OC"",""PP"",23.71500015,100.0,983.5300293,,0.0,0.0,4.76931572"
"2024-02-09 05:19:54.002000+00:00,""OC"",""PP"",23.63000107,100.0,983.6447754,,0.0,0.0,4.768375874"
"2024-02-09 05:30:08.332000+00:00,""OC"",""PP"",23.52999878,100.0,983.6067505,,0.0,0.0,4.767863274"
"2024-02-09 05:40:21.945000+00:00,""OC"",""PP"",23.59500122,100.0,983.7547607,,0.0,0.731990278,4.766410351"
"2024-02-09 05:50:36.370000+00:00,""OC"",""PP"",23.45999908,100.0,983.9782715,,0.0,1.753154278,4.766153812"
"2024-02-09 06:00:50.330000+00:00,""OC"",""PP"",23.29999924,100.0,984.0787964,,0.0,2.220187187,4.769743443"
"2024-02-09 06:11:04.348000+00:00,""OC"",""PP"",23.26000023,100.0,984.373291,,0.0,2.854904175,4.765043259"
"2024-02-09 06:21:17.819000+00:00,""OC"",""PP"",23.22000122,100.0,984.5396118,,0.0,3.71326828,4.766838074"
"2024-02-09 06:31:31.883000+00:00,""OC"",""PP"",23.73999977,100.0,984.7341309,,0.0,4.060032845,4.767008781"
"2024-02-09 06:41:45.800000+00:00,""OC"",""PP"",24.07999992,100.0,985.0274658,,0.0,4.378510475,4.765641212"
"2024-02-09 06:51:59.621000+00:00,""OC"",""PP"",24.15499878,100.0,985.093689,,0.0,4.651607513,4.762820721"
"2024-02-09 07:02:13.580000+00:00,""OC"",""PP"",24.40999985,99.80664063,985.2510986,,0.0,4.896418571,4.761367798"
"2024-02-09 07:12:27.495000+00:00,""OC"",""PP"",24.74500084,96.22070313,985.4023438,,0.0,5.068579674,4.765042782"
"2024-02-09 07:22:41.256000+00:00,""OC"",""PP"",24.67000008,99.40380859,985.3773193,,0.0,5.085673332,4.76581192"
"2024-02-09 07:32:57.599000+00:00,""OC"",""PP"",24.73500061,98.78515625,985.491333,,0.0,4.913715839,4.764615536"
"2024-02-09 07:43:11.728000+00:00,""OC"",""PP"",24.97999954,96.47460938,985.5795288,,0.0,5.124745369,4.76521349"
"2024-02-09 07:53:25.524000+00:00,""OC"",""PP"",24.96500015,96.64501953,985.6259155,,0.0,5.064509392,4.762564182"
"2024-02-09 08:03:40.032000+00:00,""OC"",""PP"",25.43500137,91.68798828,985.7108765,,0.0,5.141025543,4.76418829"
"2024-02-09 08:13:53.965000+00:00,""OC"",""PP"",25.79999924,90.86279297,985.8343506,,0.0,5.084655762,4.764187813"
"2024-02-09 08:24:07.521000+00:00,""OC"",""PP"",25.31999969,94.68017578,985.8718262,,0.0,5.14692688,4.764273643"
"2024-02-09 08:34:20.904000+00:00,""OC"",""PP"",25.13499832,95.48583984,985.8394775,,0.0,5.143875122,4.764615059"
