_time,tipos_aviso,graus_severidade,temperature,humidity,pressure,altitude,windspeed,solarvolt,batvolt
"2024-02-11 20:30:31.204000+00:00,""TM"",""PP"",29.23999977,67.00439453,983.9852295,,0.0,0.0,4.809914589"
"2024-02-11 20:40:44.685000+00:00,""TM"",""PP"",29.18500137,68.53515625,984.1100464,,0.0,0.0,4.807521343"
"2024-02-11 20:50:55.837000+00:00,""TM"",""PP"",29.06499863,69.96826172,984.2229614,,0.0,0.0,4.805470467"
"2024-02-11 21:01:06.553000+00:00,""TM"",""PP"",29.17499924,69.61230469,984.2440186,,0.0,0.0,4.804615021"
"2024-02-11 21:11:20.556000+00:00,""TM"",""PP"",29.13999939,69.86132813,984.3479004,,0.0,0.0,4.802136898"
"2024-02-11 21:21:31.257000+00:00,""TM"",""PP"",28.78499985,71.41992188,984.4483643,,0.0,0.0,4.802564144"
"2024-02-11 21:31:41.881000+00:00,""TM"",""PP"",28.26000023,74.16650391,984.5074463,,0.0,0.0,4.801965714"
"2024-02-11 21:41:55.749000+00:00,""TM"",""PP"",27.93000031,76.44775391,984.4664307,,0.0,0.0,4.802222252"
"2024-02-11 21:52:06.401000+00:00,""TM"",""PP"",27.80500031,77.36425781,984.3409424,,0.0,0.0,4.801965714"
"2024-02-11 22:02:17.117000+00:00,""TM"",""PP"",27.40500069,79.41748047,984.3700562,,0.0,0.0,4.801111221"
"2024-02-11 22:12:30.711000+00:00,""TM"",""PP"",27.13999939,81.73681641,984.4115601,,0.0,0.0,4.798803806"
"2024-02-11 22:22:41.367000+00:00,""TM"",""PP"",26.86499977,84.16162109,984.5246582,,0.0,0.0,4.799658298"
"2024-02-11 22:32:51.923000+00:00,""TM"",""PP"",26.48500061,87.30029297,984.7095947,,0.0,0.0,4.798205376"
"2024-02-11 22:43:05.325000+00:00,""TM"",""PP"",26.68500137,86.62255859,984.5969849,,0.0,0.0,4.799059868"
"2024-02-11 22:53:16.354000+00:00,""TM"",""PP"",26.75500107,86.17822266,984.5739136,,0.0,0.0,4.796581268"
"2024-02-11 23:03:28.608000+00:00,""TM"",""PP"",26.68999863,86.55761719,984.7012939,,0.0,0.0,4.797692299"
"2024-02-11 23:13:42.853000+00:00,""TM"",""PP"",26.67000008,86.89941406,984.7662354,,0.0,0.0,4.795982838"
"2024-02-11 23:23:53.443000+00:00,""TM"",""PP"",26.58000183,87.50830078,984.5748291,,0.0,0.0,4.796410084"
"2024-02-11 23:34:04.046000+00:00,""TM"",""PP"",26.29000092,89.10498047,984.4801025,,0.0,0.0,4.794700623"
"2024-02-11 23:44:17.646000+00:00,""TM"",""PP"",26.61999893,86.95068359,984.5015259,,0.0,0.0,4.795897484"
"2024-02-11 23:54:28.227000+00:00,""TM"",""PP"",26.70999908,85.0625,984.5678711,,0.0,0.0,4.793931961"
