_time,tipo_aviso,grau_severidade,temperature,humidity,pressure,altitude,windspeed,solarvolt,batvolt
"2024-02-08 00:09:44.236000+00:00,""OC"",""PP"",24.43999863,100.0,984.6890869,,3.325061798,0.0,4.787008286"
"2024-02-08 00:19:57.819000+00:00,""OC"",""PP"",24.375,100.0,984.46521,,0.0,0.0,4.78307724"
"2024-02-08 00:30:11.621000+00:00,""OC"",""PP"",24.32500076,100.0,984.4486084,,0.0,0.0,4.787350655"
"2024-02-08 00:40:25.388000+00:00,""OC"",""PP"",24.35000038,100.0,984.3752441,,0.6650123,0.0,4.783845901"
"2024-02-08 00:50:39.152000+00:00,""OC"",""PP"",24.43500137,100.0,984.3418579,,0.0,0.0,4.778461456"
"2024-02-08 01:00:52.690000+00:00,""OC"",""PP"",24.38999939,100.0,984.2451172,,3.990073919,0.0,4.782991409"
"2024-02-08 01:11:06.187000+00:00,""OC"",""PP"",24.31999969,100.0,984.1654053,,0.0,0.0,4.782734871"
"2024-02-08 01:21:19.655000+00:00,""OC"",""PP"",24.22999954,100.0,984.2259521,,3.325061798,0.0,4.782136917"
"2024-02-08 01:31:33.345000+00:00,""OC"",""PP"",24.10499954,100.0,984.1033936,,2.6600492,0.0,4.781367302"
"2024-02-08 01:41:46.726000+00:00,""OC"",""PP"",24.09499931,100.0,984.0324707,,0.0,0.0,4.781538486"
"2024-02-08 01:52:00.150000+00:00,""OC"",""PP"",24.31499863,100.0,983.8117676,,0.0,0.0,4.782222271"
"2024-02-08 02:02:14.595000+00:00,""OC"",""PP"",24.51499939,99.87304688,983.7052002,,0.0,0.0,4.780427456"
"2024-02-08 02:12:28.370000+00:00,""OC"",""PP"",24.42499924,98.52392578,983.7313232,,0.0,0.0,4.778204918"
"2024-02-08 02:22:41.583000+00:00,""OC"",""PP"",24.40499878,98.43115234,983.7729492,,0.0,0.0,4.778547287"
"2024-02-08 02:32:55.305000+00:00,""OC"",""PP"",24.5,97.96044922,983.8959961,,0.0,0.0,4.778375626"
"2024-02-08 02:43:08.612000+00:00,""OC"",""PP"",24.47000122,98.69482422,984.0239868,,0.0,0.0,4.774615288"
"2024-02-08 02:53:22.537000+00:00,""OC"",""PP"",24.66500092,98.25537109,984.0286865,,0.0,0.0,4.776410103"
"2024-02-08 03:03:36.376000+00:00,""OC"",""PP"",24.66500092,96.98535156,983.9625854,,0.0,0.0,4.77299118"
"2024-02-08 03:13:50.471000+00:00,""OC"",""PP"",24.40000153,99.13085938,983.9031982,,0.0,0.0,4.77546978"
"2024-02-08 03:24:04.490000+00:00,""OC"",""PP"",24.46500015,100.0,983.836792,,0.0,0.0,4.777863026"
"2024-02-08 03:34:18.564000+00:00,""OC"",""PP"",24.27999878,100.0,983.7404175,,0.0,0.0,4.768974304"
"2024-02-08 03:44:32.416000+00:00,""OC"",""PP"",24.10499954,100.0,983.5836792,,0.0,0.0,4.773504257"
"2024-02-08 03:54:46.738000+00:00,""OC"",""PP"",24.22999954,100.0,983.5343018,,0.0,0.0,4.772136688"
"2024-02-08 04:05:00.912000+00:00,""OC"",""PP"",24.11499977,100.0,983.2735596,,0.0,0.0,4.778204918"
"2024-02-08 04:15:14.446000+00:00,""OC"",""PP"",23.98500061,100.0,983.2215576,,0.0,0.0,4.767350197"
"2024-02-08 04:25:28.443000+00:00,""OC"",""PP"",23.95999908,100.0,983.2503662,,0.0,0.0,4.771025658"
"2024-02-08 04:35:42.756000+00:00,""OC"",""PP"",24.03000069,100.0,983.3085938,,0.0,0.0,4.775812149"
"2024-02-08 04:45:56.852000+00:00,""OC"",""PP"",24.01000023,100.0,983.3684082,,0.0,0.0,4.767863274"
"2024-02-08 04:56:10.402000+00:00,""OC"",""PP"",23.98500061,100.0,983.447876,,0.0,0.0,4.767692566"
"2024-02-08 05:06:24.562000+00:00,""OC"",""PP"",23.96999931,100.0,983.6772461,,0.0,0.0,4.767777443"
"2024-02-08 05:16:38.482000+00:00,""OC"",""PP"",24.02999878,100.0,983.6953125,,0.0,0.0,4.767606735"
"2024-02-08 05:26:52.731000+00:00,""OC"",""PP"",24.08499908,100.0,983.5797119,,0.0,0.0,4.766324997"
"2024-02-08 05:37:06.622000+00:00,""OC"",""PP"",23.85499954,100.0,983.4006958,,0.0,0.589133143,4.764358997"
"2024-02-08 05:47:20.464000+00:00,""OC"",""PP"",23.70000076,100.0,983.1738892,,0.0,2.48921442,4.764871597"
"2024-02-08 05:57:35.035000+00:00,""OC"",""PP"",23.75,100.0,983.104126,,0.0,3.686406136,4.762906075"
"2024-02-08 06:07:48.317000+00:00,""OC"",""PP"",23.92499924,100.0,983.0638428,,0.0,2.907000303,4.764187813"
"2024-02-08 06:18:02.843000+00:00,""OC"",""PP"",23.76000023,100.0,983.1160278,,0.0,3.473137856,4.763076782"
"2024-02-08 06:28:17.132000+00:00,""OC"",""PP"",23.89999962,100.0,983.1429443,,0.0,4.152218342,4.761879921"
"2024-02-08 06:38:31.149000+00:00,""OC"",""PP"",24.06000137,100.0,983.3518066,,0.0,4.501220703,4.762136459"
"2024-02-08 06:48:44.919000+00:00,""OC"",""PP"",24.06000137,100.0,983.4744873,,0.0,5.034798622,4.76222229"
"2024-02-08 06:58:58.710000+00:00,""OC"",""PP"",24.15999985,100.0,983.6157837,,0.0,5.120879173,4.76222229"
"2024-02-08 07:09:12.504000+00:00,""OC"",""PP"",24.16500092,100.0,983.7810669,,0.0,5.159340858,4.762820244"
"2024-02-08 07:19:25.990000+00:00,""OC"",""PP"",24.22000122,100.0,983.8683472,,0.0,5.144891739,4.762906075"
"2024-02-08 07:29:39.449000+00:00,""OC"",""PP"",24.29999924,100.0,984.0333252,,0.0,4.92307663,4.761538506"
"2024-02-08 07:39:52.895000+00:00,""OC"",""PP"",24.47000122,100.0,984.0803223,,0.0,4.896621704,4.760598183"
"2024-02-08 07:50:06.757000+00:00,""OC"",""PP"",24.52500153,100.0,984.1152344,,0.0,5.128205299,4.761795044"
"2024-02-08 08:00:20.648000+00:00,""OC"",""PP"",24.55500031,100.0,984.2277832,,0.0,5.231176376,4.767264843"
"2024-02-08 08:10:35.624000+00:00,""OC"",""PP"",25.10000038,100.0,984.1595459,,0.0,5.234025478,4.772905827"
"2024-02-08 08:20:50.187000+00:00,""OC"",""PP"",25.70999908,96.94580078,984.1208496,,0.0,5.284697056,4.780855179"
"2024-02-08 08:31:04.759000+00:00,""OC"",""PP"",25.51499939,96.57666016,984.2059326,,0.0,5.273707867,4.782051086"
"2024-02-08 08:41:19.202000+00:00,""OC"",""PP"",25.63999939,93.97314453,984.2283936,,0.0,5.288969994,4.785213947"
"2024-02-08 08:51:32.627000+00:00,""OC"",""PP"",25.39999962,95.76904297,984.2635498,,0.0,5.274114609,4.786581039"
"2024-02-08 09:01:47.273000+00:00,""OC"",""PP"",25.49499893,93.47607422,984.223999,,0.0,5.274114609,4.788205147"
"2024-02-08 09:12:00.896000+00:00,""OC"",""PP"",25.61999893,94.15869141,983.9863281,,0.0,5.26536417,4.789572716"
"2024-02-08 09:22:14.971000+00:00,""OC"",""PP"",26.10499954,94.36230469,983.9083252,,0.0,5.321937561,4.797179222"
"2024-02-08 09:32:28.676000+00:00,""OC"",""PP"",26.51000023,90.77880859,983.9820557,,0.0,5.330688,4.80495739"
"2024-02-08 09:42:42.784000+00:00,""OC"",""PP"",26.51499939,89.34912109,983.9326782,,0.0,5.359584808,4.810256481"
"2024-02-08 09:52:56.481000+00:00,""OC"",""PP"",26.20499992,89.14453125,983.8973999,,0.6650123,5.355921745,4.817863464"
"2024-02-08 10:03:10.843000+00:00,""OC"",""PP"",27.18500137,85.16894531,983.8497314,,0.0,5.386446953,4.824701309"
"2024-02-08 10:13:24.690000+00:00,""OC"",""PP"",27.39999962,81.92822266,983.9851074,,0.0,5.432437897,4.831367493"
